# run_id=b4e44830-5763-499a-ade4-1d84c1783383
# config_label=Windows-CUDA-LAN-run3
# started_at=2026-06-04T12:40:40.165Z
# duration_ms=65024
# warmup_ms=5000
# protocol_version=1.0.0
# file_name=D# Fat (Original Mix).wav
# file_duration_ms=328593.7708333333
# chunk_size=2048
# sample_rate=48000
# chunks_sent=1524
# chunks_received=1524
# beats_real=23
# beats_synthetic=95
# lighting_frames=147
# device=cuda:NVIDIA GeForce RTX 2070 SUPER
# beat_tracker=beatnet
# skip_bart=skipbart
# note_server_skip_ingest_queue_ms=time to enqueue chunk (not inference)
# note_server_skip_drain_queue_ms=time to dequeue predictions (not inference)
# note_server_skip_inference_ms=OpenL3 embed + Skip-BART decode on worker thread
# note_server_stage_raw_t_ms=blank for backend samples (no client clock)
t_ms,metric,value
,server.beat.ingest_ms,1.552
,server.beat.ingest_ms,1.367
,server.beat.ingest_ms,1.503
,server.beat.ingest_ms,1.177
,server.beat.ingest_ms,1.552
,server.beat.ingest_ms,1.380
,server.beat.ingest_ms,1.529
,server.beat.ingest_ms,1.086
,server.beat.ingest_ms,1.515
,server.beat.ingest_ms,1.452
,server.beat.ingest_ms,1.467
,server.beat.ingest_ms,1.501
,server.beat.ingest_ms,1.505
,server.beat.ingest_ms,1.221
,server.beat.ingest_ms,1.507
,server.beat.ingest_ms,1.594
,server.beat.ingest_ms,1.472
,server.beat.ingest_ms,1.103
,server.beat.ingest_ms,1.147
,server.beat.ingest_ms,1.532
,server.beat.ingest_ms,1.029
,server.beat.ingest_ms,1.551
,server.beat.ingest_ms,1.336
,server.beat.ingest_ms,1.575
,server.beat.ingest_ms,1.593
,server.beat.ingest_ms,0.847
,server.beat.ingest_ms,0.834
,server.beat.ingest_ms,0.832
,server.beat.ingest_ms,0.823
,server.beat.ingest_ms,1.207
,server.beat.ingest_ms,0.824
,server.beat.ingest_ms,0.829
,server.beat.ingest_ms,0.839
,server.beat.ingest_ms,0.822
,server.beat.ingest_ms,0.818
,server.beat.ingest_ms,0.888
,server.beat.ingest_ms,0.829
,server.beat.ingest_ms,0.860
,server.beat.ingest_ms,0.814
,server.beat.ingest_ms,0.807
,server.beat.ingest_ms,0.825
,server.beat.ingest_ms,0.817
,server.beat.ingest_ms,1.872
,server.beat.ingest_ms,5.218
,server.beat.ingest_ms,4.693
,server.beat.ingest_ms,5.352
,server.beat.ingest_ms,3.109
,server.beat.ingest_ms,1.268
,server.beat.ingest_ms,1.237
,server.beat.ingest_ms,1.281
,server.beat.ingest_ms,4.703
,server.beat.ingest_ms,6.513
,server.beat.ingest_ms,27.826
,server.beat.ingest_ms,1.187
,server.beat.ingest_ms,2.091
,server.beat.ingest_ms,0.790
,server.beat.ingest_ms,1.224
,server.beat.ingest_ms,0.861
,server.beat.ingest_ms,2.472
,server.beat.ingest_ms,2.658
,server.beat.ingest_ms,1.352
,server.beat.ingest_ms,1.348
,server.beat.ingest_ms,1.314
,server.beat.ingest_ms,1.231
,server.beat.ingest_ms,1.277
,server.beat.ingest_ms,1.229
,server.beat.ingest_ms,1.360
,server.beat.ingest_ms,2.182
,server.beat.ingest_ms,1.346
,server.beat.ingest_ms,1.433
,server.beat.ingest_ms,1.346
,server.beat.ingest_ms,1.388
,server.beat.ingest_ms,1.239
,server.beat.ingest_ms,0.904
,server.beat.ingest_ms,0.800
,server.beat.ingest_ms,0.786
,server.beat.ingest_ms,1.232
,server.beat.ingest_ms,1.495
,server.beat.ingest_ms,1.442
,server.beat.ingest_ms,1.212
,server.beat.ingest_ms,1.143
,server.beat.ingest_ms,1.497
,server.beat.ingest_ms,1.616
,server.beat.ingest_ms,1.106
,server.beat.ingest_ms,1.464
,server.beat.ingest_ms,1.486
,server.beat.ingest_ms,1.533
,server.beat.ingest_ms,1.455
,server.beat.ingest_ms,1.403
,server.beat.ingest_ms,1.587
,server.beat.ingest_ms,1.751
,server.beat.ingest_ms,1.556
,server.beat.ingest_ms,1.189
,server.beat.ingest_ms,0.972
,server.beat.ingest_ms,1.531
,server.beat.ingest_ms,1.214
,server.beat.ingest_ms,1.563
,server.beat.ingest_ms,1.152
,server.beat.ingest_ms,1.229
,server.beat.ingest_ms,1.666
,server.beat.ingest_ms,1.478
,server.beat.ingest_ms,7.676
,server.beat.ingest_ms,4.655
,server.beat.ingest_ms,2.089
,server.beat.ingest_ms,3.430
,server.beat.ingest_ms,2.318
,server.beat.ingest_ms,1.739
,server.beat.ingest_ms,3.609
,server.beat.ingest_ms,2.702
,server.beat.ingest_ms,1.800
,server.beat.ingest_ms,6.842
,server.beat.ingest_ms,8.629
,server.beat.ingest_ms,0.964
,server.beat.ingest_ms,0.850
,server.beat.ingest_ms,0.792
,server.beat.ingest_ms,1.362
,server.beat.ingest_ms,1.461
,server.beat.ingest_ms,1.410
,server.beat.ingest_ms,1.260
,server.beat.ingest_ms,1.442
